자전거보관소명	소재지도로명주소	소재지지번주소	위도	경도	보관대수	설치년도	설치형태	차양막설치여부	공기주입기비치여부	공기주입기유형	수리대설치여부	관리기관전화번호	관리기관명	데이터기준일자
칠보중학교	경기도 수원시 권선구 금곡로 126	경기도 수원시 권선구 금곡동 1093	37.273621	126.944486	10				N		N	031-291-3481	칠보중학교	2019-10-02
화홍중학교	경기도 수원시 권선구 덕영대로1323번길 25-11	경기도 수원시 권선구 권선동 1316	37.247281	127.034724	10				N		N	031-225-9917	화홍중학교	2019-10-02
수원시체육회관	경기도 수원시 장안구 정조로 998	경기도 수원시 장안구 조원동 680-1	37.296126	127.00928	10				N		N	031-228-3426	수원시청	2019-10-02
동수원사거리	경기도 수원시 팔달구 경수대로 584	경기도 수원시 팔달구 인계동 939	37.27768	127.031454	20				N		N	031-228-3426	수원시청	2019-10-02
고색동 산업단지 DM프라자 앞	경기도 수원시 권선구 산업로 156번길 201	경기도 수원시 권선구 고색동 1102	37.241815	126.987197	10				N		N	031-228-3426	수원시청	2019-10-02
고색동 산업단지 수원벤쳐벨리2	경기도 수원시 권선구 산업로 156번길 142-10	경기도 수원시 권선구 고색동 1152	37.238445	126.986458	20				N		N	031-228-3426	수원시청	2019-10-02
장안구 천천동 571-5	경기도 수원시 장안구 하률로12번길 86	경기도 수원시 장안구 천천동 571-5	37.300921	126.977252	10				N		N	031-228-3426	수원시청	2019-10-02
동신1차아파트 파리바게트 앞	경기도 수원시 장안구 장안로 232	경기도 수원시 장안구 정자동 395	37.304376	126.993476	10				N		N	031-228-3426	수원시청	2019-10-02
이목사거리	경기도 수원시 장안구 서부로 2359	경기도 수원시 장안구 이목동 259-1	37.316521	126.981891	10				N		N	031-228-3426	수원시청	2019-10-02
효천초등학교	경기도 수원시 장안구 천천로 21번길 11	경기도 수원시 장안구 정자동 923	37.293466	126.986918	10				N		N	031-269-0976	효천초등학교	2019-10-02
세류동 탑프라자 앞	경기도 수원시 권선구 효원로 90	경기도 수원시 권선구 세류동 42-40	37.266284	127.01168	10				N		N	031-228-3426	수원시청	2019-10-02
천지연 앞		경기도 수원시 영통구 원천동 93-10	37.273525	127.051299	10				N		N	031-228-3426	수원시청	2019-10-02
